age,gender,country,city,income,blockchains,category,choice
24,male,UK,Manchester,90000,"['Flow', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Jazz ElectronicDanceMusicBasketballThrillers RomanceThe Group TourProfessional Advisory
68,male,India,Hyderabad,40000,"['Cardano', 'Ripple']","['music', 'sports', 'books']",Dubstep Country ElectronicDanceMusicCricket TennisThrillers
11,other,US,Philadelphia,50000,[],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep RhythmandBlues(R&B)Table Tennis Badminton Soccer/footballThrillers Science Fiction MysteriesThe Caravan/RV Road Trip The Weekend BreakStock Market Tax/Audit Consulting Treasury/Debt Instruments
31,other,UK,Manchester,20000,"['Cardano', 'Bitcoin']","['music', 'sports', 'books', 'travel']",Jazz Dubstep PopCricket VolleyballMysteries Romance ThrillersThe Gap Year The Caravan/RV Road Trip Volunteer Travel
35,male,UK,Manchester,60000,"['Cardano', 'Solana', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",Techno CountryTennis Soccer/football CricketHistorical FictionEvent Travel Visiting FriendsInsurance Mutual Funds Stock Market
80,other,India,Delhi,85000,"['Polygon', 'Solana']","['music', 'finance']",Techno Rock PopTreasury/Debt Instruments Stock Market
35,female,US,Phoenix,65000,[],"['music', 'sports', 'finance']",Rock Pop ElectronicDanceMusicTennis BasketballTax/Audit Consulting Mutual Funds
70,male,US,Los Angeles,85000,"['Bitcoin', 'Solana', 'Flow']","['music', 'books', 'travel', 'finance']",Techno Rock RhythmandBlues(R&B)Historical Fiction Romance ThrillersThe Group Tour Business TravelBanking Insurance
49,male,US,Phoenix,100000,['Ethereum'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep TechnoTennis Volleyball Table TennisRomance Thrillers Science FictionThe Group TourProfessional Advisory
81,other,UK,Glasgow,110000,"['Avalanche', 'Cardano']","['sports', 'books', 'travel', 'finance']",VolleyballScience Fiction Fantasy MysteriesThe Gap YearTax/Audit Consulting
95,other,UK,Southampton-Portsmouth,70000,"['Bitcoin', 'Cardano']","['music', 'travel', 'finance']",RockVisiting Friends Volunteer TravelMutual Funds Insurance
73,male,UK,Leeds-Bradford,15000,"['Avalanche', 'Solana', 'Ripple']","['music', 'sports', 'books']",ElectronicDanceMusicBasketballHistorical Fiction Fantasy Thrillers
52,other,India,Bangalore,85000,"['Flow', 'Solana', 'Bitcoin']","['music', 'books', 'travel', 'finance']",ElectronicDanceMusicRomance Historical Fiction FantasyThe Weekend Break Volunteer TravelTax/Audit Consulting Stock Market Treasury/Debt Instruments
10,female,US,Los Angeles,90000,"['Avalanche', 'Solana', 'Bitcoin']","['music', 'sports', 'books', 'travel']",DubstepVolleyball CricketRomance MysteriesThe Package Holiday The Gap Year
16,male,UK,Leeds-Bradford,85000,"['Flow', 'Bitcoin']","['music', 'books', 'finance']",JazzMysteries Thrillers Science FictionMutual Funds
15,other,UK,Newcastle,5000,"['Cardano', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Jazz TechnoBasketball Badminton VolleyballFantasyLong Term Slow TravelInsurance Tax/Audit Consulting Treasury/Debt Instruments
86,other,US,NewYorkCity,10000,[],"['music', 'sports', 'books', 'travel']",Rock JazzBadminton Field Hockey TennisThrillers Mysteries FantasyLong Term Slow Travel Event Travel
68,female,India,Kolkata,100000,['Ripple'],"['music', 'sports', 'books', 'travel', 'finance']",Country DubstepTable Tennis BasketballThrillersThe Package Holiday The Caravan/RV Road Trip The Weekend BreakTax/Audit Consulting Banking
20,female,UK,Newcastle,15000,"['Binance Smart Chain', 'Solana']","['sports', 'finance']",Soccer/football Volleyball CricketProfessional Advisory
37,male,India,Hyderabad,50000,['Flow'],"['sports', 'books', 'travel', 'finance']",Volleyball Badminton Table TennisMysteriesBusiness Travel The Group TourStock Market Treasury/Debt Instruments Wealth Management
18,female,UK,London,95000,"['Flow', 'Avalanche', 'Binance Smart Chain']","['music', 'books']",Rock Dubstep PopThrillers Science Fiction Mysteries
93,female,US,San Antonio,80000,['Avalanche'],"['music', 'books', 'travel', 'finance']",RockScience FictionThe Weekend Break Event Travel The Gap YearTreasury/Debt Instruments Professional Advisory Wealth Management
21,male,US,Philadelphia,65000,"['Ripple', 'Binance Smart Chain']","['music', 'finance']",Jazz Techno RhythmandBlues(R&B)Banking Insurance
50,male,UK,Glasgow,55000,"['Bitcoin', 'Flow']","['music', 'sports', 'books', 'travel', 'finance']",Jazz PopSoccer/footballRomanceThe Package Holiday Visiting Friends The Gap YearWealth Management
22,male,India,Ahmedabad,40000,"['Bitcoin', 'Polygon']",['finance'],Stock Market Insurance
24,other,India,Mumbai,75000,['Cardano'],"['music', 'sports', 'books', 'travel', 'finance']",CountryBadminton Field HockeyMysteriesVolunteer Travel The Caravan/RV Road TripTax/Audit Consulting Insurance
75,male,UK,Birmingham-Wolverhampton,95000,"['Flow', 'Cardano']","['music', 'books', 'travel', 'finance']",Techno RhythmandBlues(R&B) PopHistorical Fiction FantasyLong Term Slow Travel The Gap Year Business TravelStock Market Mutual Funds
36,female,UK,London,55000,['Ripple'],"['music', 'books', 'travel', 'finance']",ElectronicDanceMusic RockHistorical Fiction Thrillers MysteriesVisiting Friends Business Travel The Group TourInsurance Wealth Management Mutual Funds
93,female,US,Chicago,55000,[],"['sports', 'books', 'finance']",Cricket Field HockeyMysteries Historical Fiction ThrillersInsurance Professional Advisory Mutual Funds
88,male,UK,Glasgow,80000,"['Cardano', 'Bitcoin', 'Polygon']","['music', 'sports', 'travel', 'finance']",Country RockBadmintonBusiness Travel The Group TourTax/Audit Consulting Treasury/Debt Instruments
56,other,UK,London,50000,"['Bitcoin', 'Ethereum', 'Flow']","['sports', 'books', 'travel', 'finance']",CricketHistorical Fiction Science FictionThe Group TourTax/Audit Consulting Stock Market
33,other,US,NewYorkCity,105000,"['Ripple', 'Binance Smart Chain', 'Polygon']","['sports', 'travel', 'finance']",Field Hockey VolleyballBusiness TravelInsurance
56,female,US,Phoenix,40000,['Ethereum'],"['music', 'books', 'travel']",RhythmandBlues(R&B)Science Fiction Historical FictionBusiness Travel
41,female,UK,Liverpool,80000,['Avalanche'],"['sports', 'books', 'finance']",Soccer/football Table TennisRomanceTreasury/Debt Instruments Professional Advisory Mutual Funds
72,male,US,Phoenix,100000,"['Flow', 'Solana']","['music', 'travel', 'finance']",CountryVisiting FriendsTax/Audit Consulting Stock Market
16,other,UK,Leeds-Bradford,115000,['Ethereum'],"['music', 'sports', 'books', 'finance']",Pop JazzBadminton Volleyball TennisFantasy MysteriesTreasury/Debt Instruments Professional Advisory Tax/Audit Consulting
11,male,UK,London,110000,[],"['music', 'sports', 'travel', 'finance']",DubstepVolleyball TennisVisiting Friends Long Term Slow TravelTreasury/Debt Instruments Banking Tax/Audit Consulting
38,female,US,Los Angeles,15000,"['Solana', 'Flow']","['sports', 'travel']",Cricket BadmintonThe Caravan/RV Road Trip
25,female,UK,Manchester,55000,['Bitcoin'],"['books', 'travel']",Science Fiction ThrillersThe Caravan/RV Road Trip Business Travel
73,other,India,Kolkata,10000,"['Solana', 'Flow', 'Ethereum']","['sports', 'books', 'travel', 'finance']",BasketballScience Fiction Historical Fiction FantasyVolunteer Travel The Gap Year The Group TourProfessional Advisory Treasury/Debt Instruments Tax/Audit Consulting
94,other,UK,Liverpool,85000,"['Solana', 'Ethereum', 'Flow']","['music', 'sports', 'travel', 'finance']",Rock RhythmandBlues(R&B) ElectronicDanceMusicVolleyballVisiting Friends The Package Holiday Long Term Slow TravelBanking Stock Market
15,female,India,Ahmedabad,115000,"['Polygon', 'Bitcoin', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Country Dubstep ElectronicDanceMusicBadminton Soccer/footballScience Fiction FantasyThe Caravan/RV Road TripInsurance Professional Advisory
80,female,India,Chennai,10000,"['Solana', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",PopSoccer/footballScience Fiction Thrillers FantasyThe Package Holiday The Gap Year Visiting FriendsWealth Management Mutual Funds
97,other,India,Pune,55000,"['Solana', 'Ethereum']","['music', 'books']",Dubstep Pop RhythmandBlues(R&B)Mysteries Science Fiction Romance
87,other,UK,Birmingham-Wolverhampton,25000,"['Flow', 'Ripple', 'Ethereum']","['sports', 'books', 'travel', 'finance']",Soccer/football TennisFantasy Historical Fiction RomanceBusiness TravelInsurance Wealth Management Banking
34,male,US,Chicago,75000,['Ripple'],['sports'],Cricket Table Tennis
15,male,US,Los Angeles,75000,['Bitcoin'],"['sports', 'finance']",Badminton VolleyballTreasury/Debt Instruments Mutual Funds Professional Advisory
11,female,India,Pune,60000,"['Cardano', 'Avalanche']","['sports', 'travel', 'finance']",BasketballThe Group Tour The Gap YearStock Market Treasury/Debt Instruments Tax/Audit Consulting
62,male,UK,London,115000,['Ripple'],"['books', 'travel', 'finance']",Historical Fiction Romance ThrillersLong Term Slow Travel The Weekend Break Event TravelStock Market Insurance
89,male,US,Phoenix,50000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",JazzVolleyball Table Tennis Field HockeyRomance Science Fiction Historical FictionThe Caravan/RV Road TripProfessional Advisory
30,other,India,Ahmedabad,35000,[],"['music', 'sports', 'books', 'travel']",Country TechnoTennis Soccer/football Table TennisFantasy ThrillersLong Term Slow Travel
27,female,India,Chennai,105000,['Cardano'],"['music', 'sports', 'books', 'finance']",Dubstep PopField Hockey TennisMysteriesMutual Funds Banking
74,female,India,Chennai,40000,['Flow'],"['sports', 'books', 'travel', 'finance']",Badminton Tennis VolleyballScience Fiction MysteriesThe Gap YearWealth Management Stock Market Mutual Funds
26,other,UK,Birmingham-Wolverhampton,25000,"['Ethereum', 'Ripple']","['sports', 'books', 'finance']",Field Hockey Soccer/football Table TennisFantasyWealth Management
37,female,India,Ahmedabad,30000,[],"['sports', 'books', 'travel', 'finance']",Badminton Tennis Soccer/footballThrillers Historical FictionVolunteer TravelBanking Insurance
89,male,India,Delhi,110000,['Cardano'],"['sports', 'books', 'travel', 'finance']",Basketball VolleyballHistorical Fiction Fantasy MysteriesThe Gap Year Event Travel The Group TourBanking
10,other,UK,Glasgow,25000,"['Polygon', 'Cardano', 'Flow']","['music', 'sports', 'finance']",Pop Country DubstepTennis Table Tennis VolleyballInsurance Professional Advisory
69,other,UK,Liverpool,35000,[],"['sports', 'books', 'travel']",CricketScience Fiction ThrillersThe Weekend Break The Package Holiday Long Term Slow Travel
62,female,UK,Southampton-Portsmouth,115000,['Cardano'],"['music', 'finance']",ElectronicDanceMusicProfessional Advisory Stock Market
51,female,US,Phoenix,85000,"['Ripple', 'Solana']","['music', 'sports', 'travel']",ElectronicDanceMusic RhythmandBlues(R&B)BasketballThe Gap Year
97,other,US,Dallas,15000,['Avalanche'],"['music', 'sports', 'books']",ElectronicDanceMusic Rock PopVolleyball Field HockeyScience Fiction
34,other,US,Chicago,25000,"['Solana', 'Ripple', 'Flow']","['music', 'books', 'travel', 'finance']",Country ElectronicDanceMusic RhythmandBlues(R&B)Romance FantasyEvent TravelTax/Audit Consulting Mutual Funds
64,male,India,Bangalore,110000,['Solana'],"['music', 'sports', 'books', 'travel']",ElectronicDanceMusic DubstepTable Tennis BasketballMysteriesThe Weekend Break
14,female,US,Houston,95000,[],"['music', 'sports', 'books', 'travel']",JazzTable TennisMysteries Fantasy ThrillersThe Caravan/RV Road Trip
98,other,US,Phoenix,90000,['Cardano'],"['music', 'sports', 'books', 'travel']",Techno RhythmandBlues(R&B) JazzBasketballRomance ThrillersVisiting Friends The Weekend Break The Caravan/RV Road Trip
21,other,India,Delhi,85000,[],"['music', 'sports', 'books', 'travel', 'finance']",RockCricketScience Fiction Romance Historical FictionBusiness Travel Event Travel The Gap YearInsurance
63,other,India,Bangalore,100000,"['Bitcoin', 'Ripple']","['music', 'books', 'travel']",Country DubstepRomance MysteriesVolunteer Travel The Package Holiday
72,male,UK,London,95000,"['Binance Smart Chain', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic CountrySoccer/football Badminton Table TennisRomanceBusiness TravelMutual Funds Professional Advisory
48,female,US,Los Angeles,50000,"['Flow', 'Bitcoin']","['music', 'sports', 'books', 'travel']",TechnoVolleyball Soccer/footballScience Fiction Thrillers RomanceVolunteer Travel The Group Tour Event Travel
41,male,India,Mumbai,85000,"['Polygon', 'Ripple', 'Binance Smart Chain']","['music', 'sports', 'finance']",RhythmandBlues(R&B) JazzTable TennisTax/Audit Consulting
61,male,India,Mumbai,90000,"['Avalanche', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Country RhythmandBlues(R&B) RockTennis Soccer/footballHistorical Fiction Science Fiction FantasyVolunteer Travel Visiting Friends The Package HolidayTreasury/Debt Instruments
95,other,India,Ahmedabad,80000,"['Avalanche', 'Binance Smart Chain']","['sports', 'books', 'travel', 'finance']",TennisThrillers Fantasy Historical FictionEvent Travel Visiting Friends The Group TourProfessional Advisory Treasury/Debt Instruments Mutual Funds
46,other,UK,Liverpool,55000,['Avalanche'],"['sports', 'books', 'travel']",VolleyballScience Fiction FantasyVisiting Friends Event Travel
33,female,UK,Birmingham-Wolverhampton,115000,['Bitcoin'],"['music', 'sports', 'books', 'travel', 'finance']",PopField Hockey TennisHistorical Fiction FantasyVisiting Friends The Package Holiday Long Term Slow TravelTreasury/Debt Instruments Insurance
50,female,UK,Manchester,70000,['Avalanche'],"['sports', 'books', 'travel', 'finance']",TennisScience FictionThe Package HolidayWealth Management Mutual Funds Banking
30,other,UK,Leeds-Bradford,80000,['Bitcoin'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Tennis Field Hockey BadmintonRomance Science FictionThe Package Holiday The Caravan/RV Road TripWealth Management Stock Market
85,female,UK,Newcastle,15000,[],"['music', 'sports', 'travel', 'finance']",CountryTennisThe Gap Year Volunteer TravelStock Market
35,female,US,Los Angeles,40000,[],"['music', 'sports', 'travel']",Techno Dubstep RhythmandBlues(R&B)Basketball Badminton CricketBusiness Travel The Group Tour
72,other,India,Kolkata,20000,['Solana'],"['music', 'sports', 'books', 'travel', 'finance']",Pop CountryTable Tennis Soccer/football BasketballRomance ThrillersBusiness Travel The Gap Year The Package HolidayTax/Audit Consulting
79,other,UK,London,30000,['Flow'],"['music', 'sports', 'books', 'finance']",Country Jazz DubstepSoccer/football Basketball VolleyballFantasy Historical FictionMutual Funds Insurance Banking
43,other,UK,Liverpool,45000,[],['travel'],Visiting Friends Business Travel The Package Holiday
68,female,India,Ahmedabad,35000,['Solana'],"['music', 'sports', 'travel']",TechnoSoccer/football Volleyball BadmintonThe Package Holiday Long Term Slow Travel
83,male,India,Bangalore,60000,"['Flow', 'Solana', 'Ripple']","['music', 'sports', 'books', 'travel']",Techno ElectronicDanceMusicTennis BasketballThrillersEvent Travel Long Term Slow Travel The Group Tour
47,female,UK,Leeds-Bradford,10000,"['Ethereum', 'Cardano', 'Ripple']","['music', 'sports', 'books', 'finance']",CountrySoccer/football Field HockeyRomance Science FictionMutual Funds Insurance Stock Market
31,female,India,Hyderabad,25000,[],"['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B) Dubstep TechnoTennisThe Gap YearInsurance
60,female,India,Pune,40000,"['Avalanche', 'Flow']","['music', 'finance']",Country RockMutual Funds Banking Insurance
23,male,India,Mumbai,55000,[],"['music', 'sports', 'books', 'travel', 'finance']",CountryBasketballFantasy Romance Historical FictionVisiting Friends Business TravelStock Market
61,female,India,Delhi,70000,"['Solana', 'Bitcoin']","['music', 'sports', 'books', 'finance']",Rock RhythmandBlues(R&B) CountryField Hockey Table TennisMysteries Thrillers Historical FictionMutual Funds
72,other,US,Chicago,105000,"['Bitcoin', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep TechnoField HockeyThrillers Historical Fiction RomanceBusiness Travel The Package Holiday The Gap YearStock Market Banking
30,female,US,NewYorkCity,100000,['Binance Smart Chain'],"['music', 'sports', 'books', 'travel']",TechnoTable Tennis BadmintonFantasy Historical FictionVisiting Friends
85,male,UK,Leeds-Bradford,95000,"['Flow', 'Avalanche']","['books', 'travel', 'finance']",Romance Fantasy ThrillersThe Group Tour Volunteer Travel Long Term Slow TravelInsurance
54,male,US,Dallas,75000,"['Polygon', 'Cardano']","['music', 'sports', 'books']",Jazz DubstepField Hockey Basketball TennisHistorical Fiction
52,male,India,Bangalore,10000,['Avalanche'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)BasketballThrillers RomanceVolunteer Travel The Caravan/RV Road TripProfessional Advisory Banking
63,female,UK,Leeds-Bradford,70000,"['Flow', 'Cardano']","['music', 'sports', 'travel', 'finance']",Pop RhythmandBlues(R&B)CricketVisiting Friends The Group TourMutual Funds Tax/Audit Consulting Banking
27,male,India,Pune,100000,[],"['music', 'sports', 'books', 'travel', 'finance']",Country RhythmandBlues(R&B) DubstepBasketballScience Fiction Romance Historical FictionEvent TravelProfessional Advisory
58,female,US,San Antonio,20000,['Bitcoin'],"['music', 'sports', 'books', 'finance']",PopTennis Cricket VolleyballMysteriesTreasury/Debt Instruments Professional Advisory Banking
67,other,India,Ahmedabad,70000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep JazzSoccer/footballScience Fiction Historical Fiction FantasyEvent Travel Long Term Slow TravelWealth Management
89,female,UK,London,60000,"['Avalanche', 'Ripple']","['sports', 'books', 'travel', 'finance']",Table Tennis Cricket TennisHistorical FictionVisiting Friends The Group Tour The Caravan/RV Road TripTreasury/Debt Instruments
26,female,UK,Newcastle,70000,['Ripple'],"['music', 'sports', 'books', 'travel']",DubstepCricket Volleyball TennisThrillersThe Package Holiday Visiting Friends
48,female,US,Phoenix,100000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep CountryCricket Field Hockey Soccer/footballRomance FantasyThe Caravan/RV Road Trip Event TravelMutual Funds Stock Market
70,male,UK,Liverpool,90000,[],"['sports', 'books', 'travel', 'finance']",Cricket Badminton Table TennisHistorical Fiction Science FictionEvent Travel Volunteer TravelTax/Audit Consulting
80,male,India,Ahmedabad,15000,[],"['music', 'travel']",CountryLong Term Slow Travel
32,female,US,San Antonio,5000,['Binance Smart Chain'],"['music', 'finance']",Rock Pop RhythmandBlues(R&B)Wealth Management
28,other,UK,Liverpool,55000,"['Solana', 'Bitcoin']","['music', 'travel', 'finance']",PopThe Gap Year Volunteer TravelBanking Tax/Audit Consulting Insurance
30,female,India,Delhi,115000,[],"['music', 'sports', 'books', 'travel', 'finance']",Techno ElectronicDanceMusicVolleyballThrillers Science FictionThe Package Holiday The Caravan/RV Road Trip Volunteer TravelWealth Management
52,other,UK,Liverpool,25000,[],"['music', 'books', 'travel']",ElectronicDanceMusic JazzMysteriesThe Gap Year
68,male,UK,Southampton-Portsmouth,115000,[],"['sports', 'books', 'travel', 'finance']",BadmintonHistorical Fiction Science FictionThe Gap Year Visiting Friends Long Term Slow TravelWealth Management Insurance Tax/Audit Consulting
16,male,India,Bangalore,65000,['Avalanche'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) Pop CountryTennisFantasyVisiting Friends Event Travel Business TravelMutual Funds
12,female,US,Philadelphia,55000,"['Binance Smart Chain', 'Polygon', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",DubstepVolleyballThrillers MysteriesVolunteer Travel The Caravan/RV Road Trip Event TravelMutual Funds
52,female,US,San Antonio,35000,['Cardano'],"['music', 'sports', 'travel', 'finance']",ElectronicDanceMusic JazzCricketThe Package Holiday Visiting Friends Business TravelTreasury/Debt Instruments Banking Wealth Management
90,other,India,Delhi,70000,"['Binance Smart Chain', 'Flow', 'Ripple']","['books', 'travel', 'finance']",Fantasy Historical FictionThe Caravan/RV Road TripMutual Funds Banking
61,male,UK,London,30000,"['Ethereum', 'Flow', 'Ripple']","['music', 'books', 'travel', 'finance']",ElectronicDanceMusic DubstepThrillers Historical Fiction RomanceThe Gap Year Business Travel Visiting FriendsMutual Funds Wealth Management
20,other,India,Kolkata,35000,[],"['sports', 'travel', 'finance']",TennisBusiness TravelTax/Audit Consulting Mutual Funds
95,female,US,Chicago,95000,"['Cardano', 'Binance Smart Chain']","['music', 'travel']",Pop RhythmandBlues(R&B) RockThe Weekend Break Event Travel Long Term Slow Travel
89,female,India,Kolkata,60000,['Cardano'],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicField Hockey Soccer/football Table TennisRomance Fantasy Science FictionVisiting Friends Volunteer Travel Event TravelStock Market Insurance Wealth Management
28,female,UK,Newcastle,70000,"['Ethereum', 'Polygon', 'Bitcoin']","['sports', 'travel', 'finance']",TennisThe Group Tour The Weekend BreakInsurance Stock Market Mutual Funds
91,male,US,Chicago,105000,"['Ethereum', 'Flow', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",RockCricketThrillersThe Package Holiday Volunteer TravelWealth Management
50,female,UK,London,15000,['Solana'],"['sports', 'travel']",Basketball Soccer/football Field HockeyThe Package Holiday The Gap Year The Weekend Break
44,other,India,Chennai,70000,['Ethereum'],"['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B) PopSoccer/footballEvent Travel Business TravelBanking Stock Market Treasury/Debt Instruments
70,male,India,Pune,65000,[],"['music', 'sports', 'travel', 'finance']",CountryVolleyball TennisThe Weekend Break Visiting FriendsInsurance
75,male,US,Philadelphia,90000,"['Flow', 'Binance Smart Chain', 'Avalanche']","['sports', 'books', 'travel', 'finance']",Soccer/footballThrillersVisiting FriendsInsurance Stock Market
79,other,UK,Manchester,35000,"['Binance Smart Chain', 'Cardano', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep Techno JazzSoccer/football BadmintonRomance Science FictionThe Group Tour The Gap Year Volunteer TravelWealth Management Insurance
70,other,UK,London,20000,"['Binance Smart Chain', 'Polygon', 'Ripple']","['music', 'sports']",RhythmandBlues(R&B) ElectronicDanceMusic DubstepSoccer/football
70,female,US,Houston,85000,"['Ethereum', 'Bitcoin', 'Avalanche']","['music', 'sports', 'books', 'travel']",ElectronicDanceMusic Techno RhythmandBlues(R&B)Soccer/football Badminton CricketMysteries RomanceEvent Travel
21,male,India,Hyderabad,90000,['Solana'],"['music', 'travel']",ElectronicDanceMusicThe Package Holiday The Group Tour
22,female,US,Phoenix,80000,"['Bitcoin', 'Polygon', 'Ethereum']","['sports', 'books', 'travel', 'finance']",Basketball VolleyballFantasy Science FictionBusiness TravelTreasury/Debt Instruments Stock Market Wealth Management
83,other,US,NewYorkCity,30000,['Avalanche'],"['music', 'sports', 'travel', 'finance']",ElectronicDanceMusic PopTennis Soccer/footballBusiness TravelBanking Tax/Audit Consulting
49,male,India,Chennai,105000,['Cardano'],"['music', 'sports', 'books', 'travel']",ElectronicDanceMusic Country PopCricket Field HockeyMysteries Science Fiction ThrillersVisiting Friends The Weekend Break
93,other,India,Ahmedabad,50000,['Solana'],"['sports', 'books', 'travel']",Cricket Soccer/footballScience Fiction Thrillers RomanceVisiting Friends Long Term Slow Travel Event Travel
10,other,UK,London,50000,[],"['music', 'sports', 'books', 'travel', 'finance']",Pop Dubstep CountryBasketball Field HockeyThrillers Science FictionThe Weekend Break Visiting FriendsInsurance Treasury/Debt Instruments Professional Advisory
61,male,UK,London,90000,"['Solana', 'Ethereum', 'Polygon']","['music', 'books']",ElectronicDanceMusic CountryMysteries
65,other,India,Delhi,75000,"['Polygon', 'Cardano']","['music', 'books', 'finance']",Rock RhythmandBlues(R&B) DubstepFantasyInsurance Treasury/Debt Instruments Banking
90,female,UK,Glasgow,45000,[],"['music', 'sports', 'travel', 'finance']",Techno RhythmandBlues(R&B)Field Hockey VolleyballVolunteer Travel Business Travel The Package HolidayProfessional Advisory Wealth Management
81,other,US,Philadelphia,35000,"['Ethereum', 'Cardano']","['music', 'sports', 'books', 'travel', 'finance']",Rock PopField Hockey Soccer/football TennisRomanceThe Package Holiday Event Travel Visiting FriendsProfessional Advisory Mutual Funds Wealth Management
50,female,US,Chicago,15000,[],"['music', 'sports', 'books', 'travel', 'finance']",Jazz RhythmandBlues(R&B)CricketScience FictionThe Weekend Break The Gap YearInsurance Professional Advisory Tax/Audit Consulting
54,other,India,Hyderabad,105000,"['Solana', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep RhythmandBlues(R&B) RockCricket Badminton VolleyballRomanceThe Group Tour The Package HolidayMutual Funds Insurance Stock Market
88,female,India,Delhi,55000,"['Avalanche', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",TechnoBasketball TennisRomance Science FictionEvent TravelStock Market Wealth Management
93,female,UK,Glasgow,105000,"['Polygon', 'Cardano']","['music', 'sports', 'books', 'finance']",ElectronicDanceMusic Country JazzSoccer/football Tennis BasketballScience Fiction Historical FictionInsurance Stock Market Mutual Funds
69,female,UK,Glasgow,105000,[],"['sports', 'books', 'travel', 'finance']",Volleyball BasketballMysteriesVolunteer TravelMutual Funds Banking
65,female,US,Phoenix,10000,"['Avalanche', 'Binance Smart Chain']","['music', 'books', 'finance']",DubstepScience Fiction FantasyTreasury/Debt Instruments Tax/Audit Consulting
43,other,India,Bangalore,40000,[],"['music', 'sports', 'books', 'finance']",Pop RhythmandBlues(R&B) ElectronicDanceMusicCricket Soccer/football BadmintonScience FictionProfessional Advisory Wealth Management
55,male,India,Hyderabad,5000,"['Polygon', 'Ripple']","['books', 'travel']",Thrillers Mysteries Historical FictionLong Term Slow Travel
17,other,UK,Glasgow,40000,[],"['music', 'sports', 'travel', 'finance']",JazzSoccer/footballEvent TravelTreasury/Debt Instruments
61,other,India,Delhi,10000,[],"['music', 'books', 'travel', 'finance']",ElectronicDanceMusicScience FictionThe Package HolidayTax/Audit Consulting Treasury/Debt Instruments Wealth Management
62,male,UK,Manchester,35000,['Binance Smart Chain'],"['music', 'sports', 'books', 'travel']",Dubstep Techno ElectronicDanceMusicCricketRomance Fantasy MysteriesLong Term Slow Travel Event Travel
13,other,US,San Antonio,75000,"['Avalanche', 'Bitcoin', 'Flow']","['sports', 'books', 'travel', 'finance']",Table Tennis Volleyball BasketballThrillersThe Package Holiday The Caravan/RV Road Trip Volunteer TravelProfessional Advisory
68,other,India,Delhi,5000,[],"['books', 'finance']",Historical FictionInsurance Stock Market Professional Advisory
13,male,India,Mumbai,95000,['Ethereum'],['travel'],The Group Tour
86,female,US,Houston,10000,[],"['music', 'sports', 'books', 'travel', 'finance']",Pop RhythmandBlues(R&B) ElectronicDanceMusicTennis Soccer/football Table TennisScience Fiction Fantasy ThrillersThe Caravan/RV Road Trip The Package HolidayStock Market Professional Advisory Wealth Management
21,other,US,Dallas,105000,"['Polygon', 'Ethereum', 'Bitcoin']","['music', 'books', 'travel', 'finance']",RockScience FictionThe Gap Year Visiting Friends The Weekend BreakStock Market Mutual Funds
60,other,India,Pune,25000,[],"['music', 'sports', 'books', 'finance']",Pop Techno DubstepField Hockey VolleyballScience FictionMutual Funds Treasury/Debt Instruments
85,other,India,Pune,75000,['Avalanche'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) ElectronicDanceMusic JazzBadminton VolleyballFantasy Science FictionThe Gap YearProfessional Advisory Wealth Management
66,female,US,Philadelphia,60000,[],"['music', 'travel']",RhythmandBlues(R&B) JazzBusiness Travel The Caravan/RV Road Trip The Package Holiday
95,male,India,Bangalore,105000,"['Ethereum', 'Flow']","['music', 'sports', 'books', 'travel']",Techno PopCricket Basketball VolleyballMysteries Historical FictionLong Term Slow Travel
95,female,UK,Southampton-Portsmouth,105000,"['Ripple', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",RockBasketballRomance Science FictionThe Caravan/RV Road Trip Long Term Slow Travel The Weekend BreakTreasury/Debt Instruments Insurance Professional Advisory
